0	0	10000
0	38529907	38573338
0	38906036	38911580
0	38913438	38918269
0	39229918	39230136
0	39238955	39239118
0	39254773	39254793
0	39338430	39338450
0	39341685	39341705
0	39409792	39410237
0	39479351	39479371
0	39497198	39497296
0	39570652	39570672
0	39585287	39590435
0	39593013	39597435
0	39598812	39598832
0	39602699	39606089
0	39607431	39607451
0	39613189	39615618
0	39617141	39617255
0	39622353	39625274
0	39635037	39635057
0	39636682	39686682
0	39935900	39936000
0	41497440	41497540
0	41545720	41545820
0	41593521	41693521
0	41916265	42066265
0	47780368	47870368
0	124121200	124121502
0	131597030	131597130
0	133690466	133740466
0	133787422	133797422
