0	0	10000
0	44821	94821
0	133871	222346
0	226276	226351
0	1949345	2132994
0	2137388	2137488
0	9046914	9055174
0	9057608	9107608
0	9111868	9112715
0	9114319	9116371
0	9403713	9453713
0	10266944	10316944
0	10544039	10594039
0	10633440	10645833
0	10649989	10651421
0	10669737	10670732
0	10674058	10676544
0	10679715	10682442
0	10691573	10691902
0	10694192	10744192
0	10747280	10747305
0	10809671	10810479
0	10816758	10817292
0	10852900	10855135
0	10871218	10871897
0	10890419	10891942
0	10896525	10898184
0	10908519	10909101
0	10922486	10923564
0	10956868	10957767
0	10961625	10962533
0	10965694	10967284
0	10969992	10970620
0	10986652	10986677
0	11002276	11003059
0	11012528	11013046
0	11016992	11017247
0	11023374	11024266
0	11028342	11029160
0	11036252	11037032
0	11592902	11642902
0	11647442	11647709
0	11653064	11653102
0	11660374	11662181
0	11663986	11664006
0	11669948	11670088
0	11671800	11671820
0	11673795	11674123
0	20207793	20257793
0	21739542	21741441
0	21747863	21748371
0	21750013	21750314
0	21789281	21805281
0	26673214	56673214
0	56771509	56821509
0	57217415	57227415
