0	0	10510000
0	10784643	10834643
0	10874572	10924572
0	10966724	11016724
0	11068987	11118987
0	11160921	11210921
0	11378056	11428056
0	11497337	11547337
0	11631288	11681288
0	11724629	11774629
0	11977555	12027555
0	12225588	12275588
0	12438690	12488690
0	12641730	12691730
0	12726204	12776204
0	12818137	12868137
0	12904788	12954788
0	12977325	12977425
0	12986171	12994027
0	13011653	13014130
0	13021322	13021422
0	13109444	13109544
0	13163677	13163777
0	13227312	13227412
0	13248082	13248182
0	13254852	13254952
0	13258197	13258297
0	13280858	13280958
0	13285143	13285243
0	14419454	14419554
0	14419894	14419994
0	14420334	14420434
0	14421632	14421732
0	15054318	15154318
0	16279672	16302843
0	16304296	16305427
0	16307048	16307605
0	16310302	16310402
0	16313516	16314010
0	18239129	18339129
0	18433513	18483513
0	18659564	18709564
0	49973865	49975365
0	50808468	50818468
