0	0	60000
0	63215	63840
0	66235	66335
0	26348365	26348390
0	26364240	26365414
0	26382164	26382616
0	26386232	26436232
0	26586955	26587055
0	26590875	26596363
0	26608045	26608145
0	28494539	28494639
0	28499358	28504764
0	28508897	28508997
0	28556953	28557053
0	28646195	28646295
0	28648008	28648108
0	28728874	28728974
0	28751119	28752590
0	28754750	28754770
0	28757831	28757851
0	28790010	28790158
0	28820603	28820663
0	28843401	28859997
0	28861347	28861367
0	28867524	28868452
0	28875884	28875904
0	28889198	28889218
0	28890335	28896362
0	29125693	29125793
0	29204668	29204768
0	29271546	29271826
0	29307456	29307476
0	29315342	29315821
0	29362154	29362183
0	29412507	29413577
0	29447838	29447883
0	29452158	29452178
0	29538733	29538783
0	29540234	29540284
0	29556103	29556141
0	29562970	29563363
0	29564411	29565353
0	29592644	29592737
0	29651590	29651610
0	29697363	29697630
0	29884750	29884850
0	29917304	29917404
0	30038348	30088348
0	30425128	30456077
0	30761898	30811898
0	31001508	31051508
0	31107036	31157036
0	31159119	31161625
0	64334167	64444167
