0	0	10000
0	17530548	17580548
0	46435900	46485900
0	46569062	46569162
0	46796725	46796825
0	47061288	47061388
0	47069162	47073730
0	47078603	47078720
0	47079733	47082080
0	47106894	47106994
0	47153339	47153439
0	47296069	47296169
0	47300585	47306086
0	47309084	47309184
0	49591369	49591469
0	49592920	49599323
0	49600986	49601086
0	49603131	49609714
0	49611721	49612096
0	49618994	49621605
0	49628165	49630729
0	49633793	49641815
0	49646823	49646923
0	49650573	49656261
0	49661871	49666173
0	49667431	49667531
0	49721203	49721303
0	50059807	50109807
0	139452659	139453659
0	155760324	155761324
0	181478259	181538259
