0	0	60000
0	448188	488987
0	490395	491111
0	21795850	21814103
0	21860937	21860957
0	21976511	21976531
0	21983452	21983554
0	21984549	21985100
0	21992061	22042061
0	22089188	22089410
0	22763679	22813679
0	23194918	23195018
0	26566633	26566733
0	26616164	26616264
0	26627010	26627349
0	26638554	26638627
0	26640334	26640620
0	26643468	26643843
0	26698590	26698998
0	26720420	26721376
0	26735204	26735774
0	26805755	26805775
0	26820065	26820266
0	26859724	26860166
0	26876740	26876850
0	26880254	26880354
0	26885980	26935980
0	81742542	81792542
0	81796281	81797727
0	81798717	81799133
0	83247441	83257441
