0	0	10000
0	40529470	40529480
0	40537052	40537134
0	40547487	40547497
0	40561938	40561948
0	41225986	41229378
0	41237752	41238504
0	43222167	43236167
0	43240559	43240579
0	43254332	43254352
0	43263290	43263820
0	43268730	43268750
0	43270944	43274935
0	43276248	43276457
0	43281323	43282956
0	43332174	43333269
0	43370405	43371325
0	43377453	43382279
0	43389535	43389635
0	45518558	60518558
0	60688432	60738432
0	60779521	60829521
0	61003887	61053887
0	61231966	61281966
0	61468808	61518808
0	61735368	61785368
0	62149738	62249738
0	62748832	62798832
0	62958371	63008371
0	63202862	63252862
0	63492264	63542264
0	63918447	63968447
0	64135013	64185013
0	64215162	64315162
0	64998124	65048124
0	65080082	65130082
0	65325123	65375123
0	65595191	65645191
0	66391387	66591387
0	67920552	68220552
0	134183092	134185536
0	138334717	138394717
