0	0	10000
0	207666	257666
0	297968	347968
0	535988	585988
0	2702781	2746290
0	12954384	13004384
0	16799163	16849163
0	29552233	29553835
0	121976459	122026459
0	122224535	122224635
0	122503147	122503247
0	124785432	124785532
0	124849129	124849229
0	124932724	124932824
0	124977944	124978326
0	125013060	125013223
0	125026048	125026071
0	125029104	125029169
0	125103213	125103233
0	125130246	125131847
0	125171347	125173583
0	125184587	143184587
0	223558935	223608935
0	228558364	228608364
0	248946422	248956422
