0	0	5010000
0	5166246	5216246
0	5393558	5443558
0	5449012	5499012
0	5627596	5677596
0	5796009	5846009
0	5916593	5966593
0	6161371	6211371
0	6377258	6427258
0	6580181	6630181
0	6739085	6789085
0	6934219	6984219
0	7149527	7199527
0	7327865	7377865
0	7500890	7550890
0	7693700	7743700
0	7865746	7915746
0	8049839	8099839
0	8260971	8310971
0	8472360	8522360
0	8706715	8756715
0	8886604	8986604
0	9196087	9246087
0	9377143	9527143
0	10169868	10269868
0	10274327	10324327
0	10814560	10864560
0	10887097	10887197
0	10975219	10975319
0	11029452	11029552
0	11093087	11093187
0	11113857	11113957
0	11120627	11120727
0	11123972	11124072
0	11146633	11146733
0	12280944	12281044
0	12281384	12281484
0	12281824	12281924
0	12283122	12283222
0	12915808	12965808
0	41584292	41584392
0	43212462	43262462
0	46699983	46709983
